"","CNT","CNTSCHID","CNTSTUID","STRATUM","MeanCrtScore","MeanMthScore","MeanReadScore","MeanSciScore"
"5508","Philippines",60800059,60805826,"PHL - stratum 13: REGION 12",15.04,383.7557,402.7777,362.4334
"5509","Philippines",60800183,60805827,"PHL - stratum 12: REGION 11",25.97,411.4248,432.7887,404.5912
"5510","Philippines",60800170,60805828,"PHL - stratum 14: NCR",21.95,399.7288,473.8818,456.2909
"5511","Philippines",60800045,60805829,"PHL - stratum 03: REGION 3",28.2,350.2817,313.9134,346.5789
"5512","Philippines",60800107,60805831,"PHL - stratum 03: REGION 3",9.07,327.5872,346.8616,342.2957
"5513","Philippines",60800023,60805832,"PHL - stratum 04: REGION 4A",26.43,384.0349,393.1575,385.674
"5514","Philippines",60800048,60805833,"PHL - stratum 13: REGION 12",0.95,282.1201,244.1407,275.9282
"5515","Philippines",60800102,60805834,"PHL - stratum 08: REGION 7",17.07,344.6172,400.3242,416.2993
"5516","Philippines",60800106,60805835,"PHL - stratum 06: REGION 5",8.58,326.8171,338.6238,323.5055
"5517","Philippines",60800023,60805836,"PHL - stratum 04: REGION 4A",27.11,377.9288,356.2562,368.4174
"5518","Philippines",60800142,60805837,"PHL - stratum 05: REGION 4B",22.83,379.6536,407.53,411.3914
"5519","Philippines",60800111,60805839,"PHL - stratum 07: REGION 6",50.04,486.6477,555.3228,473.4726
"5520","Philippines",60800021,60805840,"PHL - stratum 09: REGION 8",11.23,370.4993,368.4882,342.6835
"5521","Philippines",60800027,60805841,"PHL - stratum 07: REGION 6",2.68,333.3286,234.1556,294.975
"5522","Philippines",60800142,60805842,"PHL - stratum 05: REGION 4B",2.42,288.0904,231.9454,285.1752
"5523","Philippines",60800032,60805843,"PHL - stratum 03: REGION 3",37.98,385.8534,430.5548,420.8218
"5524","Philippines",60800082,60805844,"PHL - stratum 08: REGION 7",2.53,282.9903,283.3353,300.4122
"5525","Philippines",60800137,60805845,"PHL - stratum 03: REGION 3",6.94,371.7212,304.9954,365.2535
"5526","Philippines",60800152,60805846,"PHL - stratum 16: CARAGA",4.94,312.409,301.6134,311.9158
"5527","Philippines",60800024,60805848,"PHL - stratum 01: REGION 1",23.69,382.5803,394.3618,391.6385
"5528","Philippines",60800136,60805849,"PHL - stratum 02: REGION 2",3.48,302.2132,255.7488,270.2087
"5529","Philippines",60800163,60805850,"PHL - stratum 03: REGION 3",7.09,335.1257,365.558,315.683
"5530","Philippines",60800187,60805851,"PHL - stratum 04: REGION 4A",7,346.2492,308.2774,380.6057
"5531","Philippines",60800186,60805852,"PHL - stratum 12: REGION 11",22.14,427.0915,476.0693,457.4308
"5532","Philippines",60800121,60805853,"PHL - stratum 08: REGION 7",1.12,326.5005,300.7773,263.2848
"5533","Philippines",60800093,60805854,"PHL - stratum 14: NCR",41.73,470.377,487.6173,514.4285
"5534","Philippines",60800156,60805855,"PHL - stratum 16: CARAGA",7.27,310.0529,248.249,261.0278
"5535","Philippines",60800165,60805856,"PHL - stratum 10: REGION 9",11.51,321.7541,371.2046,343.9809
"5536","Philippines",60800187,60805857,"PHL - stratum 04: REGION 4A",8.95,342.8902,337.1321,348.4876
"5537","Philippines",60800021,60805858,"PHL - stratum 09: REGION 8",3.12,311.1098,293.3777,277.1291
"5538","Philippines",60800089,60805859,"PHL - stratum 01: REGION 1",10.61,337.0577,312.3285,302.518
"5539","Philippines",60800162,60805860,"PHL - stratum 02: REGION 2",4.15,296.1843,276.4827,317.8909
"5540","Philippines",60800078,60805861,"PHL - stratum 04: REGION 4A",34.83,470.0211,488.5454,493.3368
"5541","Philippines",60800006,60805862,"PHL - stratum 11: REGION 10",24.65,400.733,401.7918,420.094
"5542","Philippines",60800006,60805863,"PHL - stratum 11: REGION 10",15.35,338.4798,375.87,350.1611
"5543","Philippines",60800157,60805864,"PHL - stratum 14: NCR",31.33,408.0208,390.4153,399.3264
"5544","Philippines",60800101,60805865,"PHL - stratum 06: REGION 5",11,318.7548,366.8479,325.7241
"5545","Philippines",60800008,60805866,"PHL - stratum 06: REGION 5",1.41,276.8339,233.4793,288.2152
"5546","Philippines",60800097,60805868,"PHL - stratum 15: CAR",19.55,418.8265,391.7735,483.0755
"5547","Philippines",60800132,60805869,"PHL - stratum 14: NCR",4.11,341.2128,319.1156,323.8794
"5548","Philippines",60800092,60805870,"PHL - stratum 04: REGION 4A",6.06,295.8408,293.4352,249.344
"5549","Philippines",60800009,60805871,"PHL - stratum 06: REGION 5",3.05,251.5855,219.5107,240.4256
"5550","Philippines",60800160,60805873,"PHL - stratum 02: REGION 2",9.84,391.5683,383.1358,375.157
"5551","Philippines",60800063,60805874,"PHL - stratum 01: REGION 1",7.09,293.6829,249.3779,302.7158
"5552","Philippines",60800112,60805875,"PHL - stratum 12: REGION 11",36.61,479.5225,512.9595,542.4952
"5553","Philippines",60800016,60805876,"PHL - stratum 07: REGION 6",6.59,322.0612,285.924,311.6096
"5554","Philippines",60800179,60805877,"PHL - stratum 16: CARAGA",0.65,273.0453,221.5937,282.9177
"5555","Philippines",60800138,60805878,"PHL - stratum 03: REGION 3",29.33,406.6006,427.7962,435.8344
"5556","Philippines",60800113,60805879,"PHL - stratum 04: REGION 4A",10.76,288.8599,313.7114,288.4652
"5557","Philippines",60800098,60805880,"PHL - stratum 02: REGION 2",2.76,290.7316,195.2509,231.2411
"5558","Philippines",60800141,60805881,"PHL - stratum 05: REGION 4B",1.37,239.5399,261.3579,286.0177
"5559","Philippines",60800148,60805882,"PHL - stratum 08: REGION 7",39.96,431.5938,466.8787,474.6685
"5560","Philippines",60800080,60805883,"PHL - stratum 14: NCR",41.19,450.2041,520.0448,488.156
"5561","Philippines",60800124,60805884,"PHL - stratum 13: REGION 12",1.49,288.1754,257.3243,279.8054
"5562","Philippines",60800009,60805885,"PHL - stratum 06: REGION 5",2.13,296.4093,260.3291,340.2131
"5563","Philippines",60800144,60805886,"PHL - stratum 06: REGION 5",49.71,504.6247,516.383,544.8971
"5564","Philippines",60800034,60805887,"PHL - stratum 07: REGION 6",21.83,431.6396,446.7431,433.6253
"5565","Philippines",60800180,60805888,"PHL - stratum 03: REGION 3",4.26,304.8221,312.3004,277.6663
"5566","Philippines",60800064,60805889,"PHL - stratum 04: REGION 4A",28.38,361.6529,385.951,369.3809
"5567","Philippines",60800137,60805890,"PHL - stratum 03: REGION 3",11.56,373.6778,358.1831,339.5793
"5568","Philippines",60800123,60805891,"PHL - stratum 11: REGION 10",4.44,277.4424,258.9357,308.0791
"5569","Philippines",60800079,60805892,"PHL - stratum 04: REGION 4A",13.43,336.6463,324.5505,300.0185
"5570","Philippines",60800015,60805893,"PHL - stratum 08: REGION 7",2.81,303.7175,306.3402,315.2432
"5571","Philippines",60800066,60805895,"PHL - stratum 07: REGION 6",8.14,370.1947,365.7706,344.6082
"5572","Philippines",60800143,60805896,"PHL - stratum 03: REGION 3",7.96,329.0061,311.8204,319.1534
"5573","Philippines",60800053,60805897,"PHL - stratum 04: REGION 4A",18.99,366.8056,355.5619,361.8083
"5574","Philippines",60800033,60805899,"PHL - stratum 14: NCR",27.47,395.6787,414.7118,426.6036
"5575","Philippines",60800045,60805900,"PHL - stratum 03: REGION 3",11.7,342.9254,303.813,336.1685
"5576","Philippines",60800010,60805901,"PHL - stratum 07: REGION 6",16.49,346.4459,345.0818,363.9117
"5577","Philippines",60800103,60805902,"PHL - stratum 12: REGION 11",9.79,349.9867,330.5598,349.0532
"5578","Philippines",60800087,60805903,"PHL - stratum 09: REGION 8",13,312.8804,278.6579,334.1175
"5579","Philippines",60800113,60805904,"PHL - stratum 04: REGION 4A",28.39,400.9412,416.0607,393.1479
"5580","Philippines",60800136,60805905,"PHL - stratum 02: REGION 2",23.59,434.7309,461.322,440.4633
"5581","Philippines",60800014,60805906,"PHL - stratum 04: REGION 4A",14.17,383.8416,380.3548,376.7414
"5582","Philippines",60800083,60805908,"PHL - stratum 07: REGION 6",16.55,375.5707,369.3164,378.7558
"5583","Philippines",60800133,60805909,"PHL - stratum 04: REGION 4A",21.55,393.6386,411.3384,381.9206
"5584","Philippines",60800092,60805910,"PHL - stratum 04: REGION 4A",28.34,423.3729,426.051,436.7804
"5585","Philippines",60800145,60805911,"PHL - stratum 13: REGION 12",2.1,264.8812,292.4793,244.0456
"5586","Philippines",60800132,60805912,"PHL - stratum 14: NCR",4.7,325.8474,301.9692,290.4557
"5587","Philippines",60800061,60805913,"PHL - stratum 01: REGION 1",36.11,474.3572,512.3929,476.8818
"5588","Philippines",60800131,60805914,"PHL - stratum 04: REGION 4A",15.53,384.3063,397.5397,391.1933
"5589","Philippines",60800107,60805915,"PHL - stratum 03: REGION 3",37.32,443.0194,442.1218,444.7746
"5590","Philippines",60800179,60805916,"PHL - stratum 16: CARAGA",16.93,389.2532,406.4789,411.3919
"5591","Philippines",60800025,60805917,"PHL - stratum 02: REGION 2",1.31,292.532,236.8359,291.3841
"5592","Philippines",60800167,60805918,"PHL - stratum 11: REGION 10",9.66,320.506,310.8148,313.0175
"5593","Philippines",60800128,60805919,"PHL - stratum 03: REGION 3",0.45,251.2469,271.794,247.2574
"5594","Philippines",60800004,60805920,"PHL - stratum 16: CARAGA",8.51,337.4709,326.493,328.9742
"5595","Philippines",60800028,60805921,"PHL - stratum 08: REGION 7",5.62,337.243,289.3104,321.5157
"5596","Philippines",60800064,60805922,"PHL - stratum 04: REGION 4A",8.69,332.2342,338.7706,354.3305
"5597","Philippines",60800012,60805924,"PHL - stratum 14: NCR",17.75,388.1885,395.3018,374.173
"5598","Philippines",60800065,60805925,"PHL - stratum 12: REGION 11",11.77,359.7011,315.9816,358.0741
"5599","Philippines",60800089,60805926,"PHL - stratum 01: REGION 1",4.55,311.6469,286.7835,307.0467
"5600","Philippines",60800075,60805927,"PHL - stratum 11: REGION 10",8.07,336.9587,341.8641,314.3859
"5601","Philippines",60800145,60805928,"PHL - stratum 13: REGION 12",3.42,286.7032,267.5361,293.7948
"5602","Philippines",60800183,60805929,"PHL - stratum 12: REGION 11",21.9,425.4208,460.0702,435.9008
"5603","Philippines",60800181,60805930,"PHL - stratum 06: REGION 5",4.2,336.5484,285.5,339.6633
"5604","Philippines",60800154,60805931,"PHL - stratum 07: REGION 6",18.65,332.361,347.6239,318.8804
"5605","Philippines",60800056,60805932,"PHL - stratum 07: REGION 6",7.16,365.203,316.372,315.5372
"5606","Philippines",60800164,60805933,"PHL - stratum 14: NCR",7.35,389.2759,356.3284,364.3545
"5607","Philippines",60800178,60805934,"PHL - stratum 07: REGION 6",24.89,412.8887,399.1515,370.6832
"5608","Philippines",60800089,60805935,"PHL - stratum 01: REGION 1",22.12,432.3805,414.5917,469.8689
"5609","Philippines",60800003,60805936,"PHL - stratum 04: REGION 4A",37.22,400.1839,429.6167,421.1139
"5610","Philippines",60800159,60805937,"PHL - stratum 09: REGION 8",6.59,268.2125,250.6594,272.7201
"5611","Philippines",60800003,60805938,"PHL - stratum 04: REGION 4A",6.78,324.6041,324.3366,276.3935
"5612","Philippines",60800058,60805939,"PHL - stratum 03: REGION 3",7.73,308.3037,283.9975,284.2439
"5613","Philippines",60800052,60805940,"PHL - stratum 12: REGION 11",10.72,334.8103,317.8712,332.0302
"5614","Philippines",60800148,60805941,"PHL - stratum 08: REGION 7",12.76,362.5073,346.0643,331.9467
"5615","Philippines",60800085,60805942,"PHL - stratum 13: REGION 12",6.63,326.0842,326.2667,356.0095
"5616","Philippines",60800011,60805943,"PHL - stratum 08: REGION 7",33.6,397.6695,412.0196,407.9078
"5617","Philippines",60800039,60805944,"PHL - stratum 03: REGION 3",8.77,366.533,354.7237,335.1541
"5618","Philippines",60800116,60805945,"PHL - stratum 11: REGION 10",4.54,339.3429,334.2105,327.786
"5619","Philippines",60800056,60805946,"PHL - stratum 07: REGION 6",1.82,292.3313,258.1463,309.5153
"5620","Philippines",60800186,60805947,"PHL - stratum 12: REGION 11",49.68,496.7777,476.3089,490.5502
"5621","Philippines",60800076,60805948,"PHL - stratum 08: REGION 7",17.42,426.3885,408.5047,439.5628
"5622","Philippines",60800125,60805949,"PHL - stratum 03: REGION 3",7.8,381.0639,336.5323,368.2582
"5623","Philippines",60800065,60805950,"PHL - stratum 12: REGION 11",4.45,320.9312,295.0656,364.7568
"5624","Philippines",60800061,60805951,"PHL - stratum 01: REGION 1",0.93,300.1672,290.8083,277.4107
"5625","Philippines",60800106,60805952,"PHL - stratum 06: REGION 5",13.04,364.6513,383.6798,333.5788
"5626","Philippines",60800071,60805953,"PHL - stratum 09: REGION 8",19.19,352.709,348.881,356.7185
"5627","Philippines",60800043,60805954,"PHL - stratum 14: NCR",28.6,456.5517,468.5275,445.2763
"5628","Philippines",60800034,60805955,"PHL - stratum 07: REGION 6",2.12,339.2616,281.3287,328.0458
"5629","Philippines",60800128,60805957,"PHL - stratum 03: REGION 3",8.22,366.8335,341.7245,288.0067
"5630","Philippines",60800187,60805958,"PHL - stratum 04: REGION 4A",11.04,336.2069,310.0596,304.0977
"5631","Philippines",60800153,60805959,"PHL - stratum 03: REGION 3",19.71,353.3753,350.018,323.3235
"5632","Philippines",60800078,60805960,"PHL - stratum 04: REGION 4A",17.96,414.8966,428.278,483.9287
"5633","Philippines",60800080,60805961,"PHL - stratum 14: NCR",15.27,347.8341,363.1866,370.2654
"5634","Philippines",60800051,60805962,"PHL - stratum 09: REGION 8",8.47,347.4205,289.842,330.5754
"5635","Philippines",60800143,60805963,"PHL - stratum 03: REGION 3",20.97,391.389,380.461,408.4202
"5636","Philippines",60800177,60805964,"PHL - stratum 03: REGION 3",3,331.7578,320.2666,354.5177
"5637","Philippines",60800081,60805965,"PHL - stratum 05: REGION 4B",28.33,406.655,388.612,400.6715
"5638","Philippines",60800095,60805966,"PHL - stratum 04: REGION 4A",14.83,343.379,336.7225,326.5819
"5639","Philippines",60800013,60805967,"PHL - stratum 11: REGION 10",1.66,329.263,293.934,327.9999
"5640","Philippines",60800073,60805968,"PHL - stratum 14: NCR",8.35,344.7154,331.5773,278.0147
"5641","Philippines",60800174,60805969,"PHL - stratum 07: REGION 6",1.94,280.6903,228.542,286.0928
"5642","Philippines",60800095,60805971,"PHL - stratum 04: REGION 4A",1.77,292.1707,209.7468,260.3006
"5643","Philippines",60800082,60805973,"PHL - stratum 08: REGION 7",9.31,326.1359,384.5895,311.8085
"5644","Philippines",60800120,60805974,"PHL - stratum 04: REGION 4A",39.24,449.2952,474.3633,507.6477
"5645","Philippines",60800173,60805975,"PHL - stratum 14: NCR",6.27,333.7162,315.1559,327.3815
"5646","Philippines",60800033,60805976,"PHL - stratum 14: NCR",14.68,327.1108,306.0364,297.5881
"5647","Philippines",60800140,60805977,"PHL - stratum 04: REGION 4A",43.16,478.0861,481.4132,499.0761
"5648","Philippines",60800043,60805978,"PHL - stratum 14: NCR",35.17,463.3641,518.2595,485.6613
"5649","Philippines",60800016,60805980,"PHL - stratum 07: REGION 6",0.87,272.5402,241.4002,242.2484
"5650","Philippines",60800148,60805981,"PHL - stratum 08: REGION 7",3.61,275.6733,269.4823,271.9812
"5651","Philippines",60800157,60805982,"PHL - stratum 14: NCR",2.33,280.7505,237.3575,285.6915
"5652","Philippines",60800056,60805983,"PHL - stratum 07: REGION 6",30.05,426.9494,486.439,482.7983
"5653","Philippines",60800045,60805984,"PHL - stratum 03: REGION 3",3.13,314.8903,276.8424,294.5812
"5654","Philippines",60800072,60805985,"PHL - stratum 10: REGION 9",17.7,391.516,440.3873,432.037
"5655","Philippines",60800049,60805987,"PHL - stratum 03: REGION 3",18.38,391.0851,400.8214,410.8854
"5656","Philippines",60800083,60805988,"PHL - stratum 07: REGION 6",1.85,261.1272,233.9141,266.5376
"5657","Philippines",60800147,60805989,"PHL - stratum 01: REGION 1",1.04,239.823,212.1955,200.0715
"5658","Philippines",60800021,60805990,"PHL - stratum 09: REGION 8",13,339.2576,332.9971,350.2271
"5659","Philippines",60800179,60805991,"PHL - stratum 16: CARAGA",12.62,432.5462,431.7802,433.8616
"5660","Philippines",60800147,60805992,"PHL - stratum 01: REGION 1",13.2,312.7747,311.1052,182.8182
"5661","Philippines",60800086,60805993,"PHL - stratum 01: REGION 1",3.98,289.2394,267.2505,308.3917
"5662","Philippines",60800037,60805994,"PHL - stratum 10: REGION 9",2.94,282.2752,265.9598,277.8073
"5663","Philippines",60800075,60805995,"PHL - stratum 11: REGION 10",7.46,289.7863,288.219,305.1491
"5664","Philippines",60800155,60805996,"PHL - stratum 02: REGION 2",1.85,308.864,282.6436,299.2096
"5665","Philippines",60800082,60805997,"PHL - stratum 08: REGION 7",0.78,281.9872,238.9744,278.9478
"5666","Philippines",60800040,60805998,"PHL - stratum 07: REGION 6",15.41,386.251,419.6928,374.1101
"5667","Philippines",60800104,60805999,"PHL - stratum 10: REGION 9",4.8,304.3656,283.2341,315.3676
"5668","Philippines",60800153,60806000,"PHL - stratum 03: REGION 3",42.29,444.8568,477.8299,441.7719
"5669","Philippines",60800111,60806001,"PHL - stratum 07: REGION 6",23.32,412.919,430.6027,397.1639
"5670","Philippines",60800110,60806002,"PHL - stratum 05: REGION 4B",34.08,397.8322,425.4561,405.9868
"5671","Philippines",60800107,60806003,"PHL - stratum 03: REGION 3",1.64,241.3002,239.7709,272.2079
"5672","Philippines",60800188,60806004,"PHL - stratum 14: NCR",34.14,529.7561,488.1288,554.9184
"5673","Philippines",60800016,60806005,"PHL - stratum 07: REGION 6",5.16,251.5325,186.1469,212.8262
"5674","Philippines",60800143,60806006,"PHL - stratum 03: REGION 3",4.19,287.6424,273.2298,337.4158
"5675","Philippines",60800187,60806007,"PHL - stratum 04: REGION 4A",2.69,288.1777,235.5736,297.7133
"5676","Philippines",60800042,60806008,"PHL - stratum 10: REGION 9",2.41,273.8859,256.1862,285.1195
"5677","Philippines",60800068,60806009,"PHL - stratum 04: REGION 4A",9.1,327.6778,297.4651,268.6632
"5678","Philippines",60800047,60806010,"PHL - stratum 11: REGION 10",14.21,352.52,370.3607,339.1157
"5679","Philippines",60800076,60806011,"PHL - stratum 08: REGION 7",4.93,340.0975,329.9671,327.0266
"5680","Philippines",60800024,60806012,"PHL - stratum 01: REGION 1",4.21,303.6414,301.0543,290.1253
"5681","Philippines",60800095,60806013,"PHL - stratum 04: REGION 4A",3.04,335.1962,293.3052,301.9344
"5682","Philippines",60800024,60806014,"PHL - stratum 01: REGION 1",37.88,507.9026,449.0468,460.0988
"5683","Philippines",60800187,60806015,"PHL - stratum 04: REGION 4A",0.74,287.7447,218.5166,319.2795
"5684","Philippines",60800093,60806016,"PHL - stratum 14: NCR",45.49,503.7116,562.7942,530.5975
"5685","Philippines",60800068,60806017,"PHL - stratum 04: REGION 4A",10.57,366.9987,385.0918,372.3624
"5686","Philippines",60800001,60806018,"PHL - stratum 11: REGION 10",2.07,300.0714,288.9668,264.1007
"5687","Philippines",60800181,60806019,"PHL - stratum 06: REGION 5",18.82,380.1358,373.4402,365.6956
"5688","Philippines",60800112,60806020,"PHL - stratum 12: REGION 11",27.8,399.4194,460.9919,420.4208
"5689","Philippines",60800049,60806021,"PHL - stratum 03: REGION 3",34.35,413.8332,452.9774,436.5267
